ID,VO_STR,RXN
VO_0006072,SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Biopharmaceutical + Institute of Microbiology Chinese Academy of Sciences),
VO_0002036,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.14),
VO_0004666,MVA-CHIKV,
VO_0003499,Influenza A (H1N1)-like Virus,
VO_0003209,"Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML",1300307
VO_0003461,"0.5 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Injection [Vaqta]",1658106
VO_0011458,C. muridarum PmpG-1 protein vaccine,
VO_0010747,Varivax III,
VO_0002160,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.11)",
VO_0002792,Trichinella spiralis vaccine,
VO_0002845,Francisella tularensis guaA mutant vaccine,
VO_0001152,enterotoxigenic E. coli vaccine,
VO_0004426,Carcinoma DNA vaccine pVAX/E2A,
VO_0007270,Antigen-targeted Personalized Breast Cancer Vaccine,
VO_0001682,Fowl Pox Live Virus Vaccine (USDA: 1622.00),
VO_0000074,Mumpsvax,
VO_0001553,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.21),
VO_0001211,African swine fever virus vaccine,
VO_0007295,Autologous GM-CSF-Secreting Breast Cancer Vaccine,
VO_0003074,Fluzone Quadrivalent - Southern Hemisphere Formulation,
VO_0004883,Menomune A/C/Y/W-135 Vaccine Injection,1658227
VO_0003779,Flucelvax 2015-2016,1657140
VO_0005346,COVID-19 DNA vaccine by the University of Hong Kong and Immuno Cure 3 Limited,
VO_0011555,Rabies vaccine rVac-N,
VO_0005154,SARS-CoV pCI-N DNA vaccine,
VO_0004019,Influenza virus DNA vaccine encoding HA from Influenza B virus (B/Ibaraki/2/85),
VO_0011351,L. infantum HASPB1 protein vaccine,
VO_0007219,Allogeneic Cellular Vaccine 1650-G,
VO_0007139,rF-MUC1(DF3)/TRICOM Vaccine,
VO_0004886,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,314724
VO_0000670,EcSf2a-2,
VO_0001386,T. cruzi DNA vaccine encoding CRP-10,
VO_0001887,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.20),
VO_0001771,Equine Influenza Killed Virus Vaccine (USDA: 1505.21),
VO_0002131,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.26),
VO_0006073,SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Zifivax),
VO_0002037,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.40),
VO_0004491,Sindbis virus DNA vaccine encoding E2,
VO_0003500,Influenza A (H3N2)-like Virus,
VO_0003210,"Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML",1988802
VO_0003947,CERVARIX 0.5 ML Prefilled Syringe,1301891
VO_0005503,vaccine for disease,
VO_0011522,C. muridarum DNA vaccine encoding TC0757,
VO_0002161,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.12)",
VO_0000950,Salmonella typhi-Hepatitis A vaccine,
VO_0000925,Babesia bovis vaccine,
VO_0002846,Francisella tularensis guaB mutant vaccine,
VO_0001155,Shiga toxin-producing E. coli vaccine,
VO_0007291,Autologous Dinitrophenyl-Modified Ovarian Cancer Vaccine,
VO_0001216,Lymphocytic choriomeningitis mammarenavirus vaccine,
VO_0000071,Menactra,
VO_0001554,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.23),
VO_0000604,Mycoplasma vaccine,
VO_0005427,lymphoma vaccine,
VO_0007296,Autologous GM-CSF-secreting Lethally Irradiated Colorectal Cancer Cell Vaccine,
VO_0003083,"Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted by GSK",
VO_0004885,Menomune A/C/Y/W-135 Vaccine Injectable Solution,207269
VO_0003693,Fluarix Quadrivalent 2015-2016,1657232
VO_0005393,Almansour-001,
VO_0004187,Measles Virus vaccine VEE/SIN-H,
VO_0011486,SARS Subunit Spike Protein Vaccine,
VO_0004020,Influenza virus DNA vaccine encoding HA from Influenza A virus (A/Thailand/1(KAN-1)/2004(H5N1)),
VO_0004199,L. amazonensis CP Protein Vaccine,
VO_0007269,Anti-PRAME Immunotherapeutic GSK2302032A Vaccine,
VO_0007144,Primary Prostate Cancer Tissue/hTERT/Survivin mRNA-loaded Autologous Dendritic Cell Vaccine,
VO_0004836,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine,901509
VO_0011387,NP-VRP,
VO_0000672,heat-killed virulent Shigella flexneri 2a,
VO_0001888,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.21),
VO_0001772,Equine Influenza Killed Virus Vaccine (USDA: 1505.24),
VO_0002132,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.27),
VO_0015019,Engerix-B Injectable Product,1166419
VO_0002443,Fowl Pox-Laryngotracheitis Vaccine,
VO_0004493,IPNV DNA vaccine pEGFP-N1-SegA and pEGFP-N1-VP2,
VO_0003501,Influenza A (H3N2) Virus Vaccine,
VO_0003352,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML",1300181
VO_0003954,0.5 ML Ixiaro 0.012 MG/ML Prefilled Syringe,1300783
VO_0011524,C. muridarum DNA vaccine encoding TC0767/768,
VO_0010748,ViVaxim,
VO_0002162,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1771.14)",
VO_0002847,Francisella tularensis IglB mutant vaccine,
VO_0001157,E. coli O157 vaccine,
VO_0004427,B-cell lymphoma DNA vaccine VCL-1642.XXX encoding a chimeric immunoglobulin molecule onsisting of tumor-specific variable (Id) regions,
VO_0007330,Berzofsky Ras/P53 Peptide Vaccine,
VO_0000072,Menomune A C Y W135,
VO_0001558,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.20),
VO_0000949,Mycoplasma gallisepticum vaccine,
VO_0007297,Autologous GM-CSF-Secreting Lethally Irradiated Leukemia Cell Vaccine,
VO_0003084,Influenza A (H1N1) 2009 Monovalent Vaccine (GlaxoSmithKline),
VO_0003839,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]",829972
VO_0003698,Fluarix Quadrivalent 2016-2017,1799119
VO_0005418,authorized COVID-19 virus-like particle vaccine,
VO_0004741,ALVAC-MV-HA/F,
VO_0004905,MERS-CoV S protein with alum and CpG adjuvant,
VO_0004021,Influenza virus DNA vaccine encoding HA from Influenza A virus (A/equine/Kentucky/1/1981(H3N8)),
VO_0011349,L. amazonensis DNA vaccine encoding WD protein,
VO_0000372,profertility vaccine,
VO_0007434,Globo H-DT Vaccine OBI-833,
VO_0007146,Prostate Cancer Vaccine ONY-P1,
VO_0004837,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,901507
VO_0001387,T. cruzi DNA vaccine encoding G2,
VO_0000780,GP-VRP,
VO_0000673,Shigella Sfl 124 vaccine,
VO_0001889,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.24),
VO_0001773,Equine Influenza Killed Virus Vaccine (USDA: 1505.25),
VO_0002133,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.2A),
VO_0003263,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Engerix-B],798422
VO_0004529,Hepatitis D DNA vaccine pcDNA3p27/Ad5F35p27,
VO_0002327,avian encephalomyelitis-fowl pox-laryngotracheitis vaccine,
VO_0003519,Influenza B Virus Vaccine,
VO_0003386,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML",1300379
VO_0003842,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML",763097
VO_0011533,C. muridarum DNA vaccine encoding TC0439,
VO_0000126,live attenuated vaccine organism,
VO_0002163,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1771.17)",
VO_0000909,Theileria annulata vaccine,
VO_0001151,Piscirickettsia salmonis vaccine,
VO_0002849,Francisella tularensis purMCD mutant vaccine,
VO_0004144,E. coli heat-labile enterotoxin B-subunit (LB-T) Vaccine,
VO_0004428,Colorectal cancer DNA vaccine pCEA/HBsAg encoding carcinoembryonic antigen and hepatitis B surface antigen,
VO_0007349,CAP-2 (CEA Peptide 9-mer) Vaccine,
VO_0001702,Mycoplasma Gallisepticum Live Culture Vaccine (USDA: 1751.00),
VO_0000078,Mycobax,
VO_0001559,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.21),
VO_0007298,Autologous Heat-Shock Protein 70 Peptide Vaccine AG-858,
VO_0003122,Certiva,
VO_0003840,PEDIARIX vaccine Prefilled Syringe,829988
VO_0003703,Fluarix Quadrivalent 2017-2018,1928303
VO_0005094,RBD-HBsAg VLP,
VO_0011422,Measles Virus vaccine VEE/SIN-H+F,
VO_0005111,MERS-CoV S vaccine adjuvanted with CpG and Alum,
VO_0004167,Influenza virus DNA vaccine encoding HA of Equine influenza virus H3N8,
VO_0011354,L. amazonensis DNA vaccine encoding GP46,
VO_0000400,prime-boost vaccine,
VO_0007461,GVAX Lung Cancer Vaccine,
VO_0007147,Prostate Tumor Antigen-activated Autologous Dendritic Cell Vaccine,
VO_0004838,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine,901511
VO_0001388,T. cruzi DNA vaccine encoding G4,
VO_0000781,VRP expressing VP24,
VO_0000682,S. flexneri 2a LPS vaccine complexed with N. meningitidis proteosomes,
VO_0003444,vaccine foreign to USA,
VO_0001890,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.31),
VO_0001774,Equine Influenza Killed Virus Vaccine (USDA: 1505.28),
VO_0000003,ACAM2000,833083
VO_0002038,"Avian Encephalomyelitis-Fowl Pox-Laryngotracheitis Live Virus, Live Fowl Pox Vector Vaccine (USDA: 10S1.R0)",
VO_0002447,Mareks Disease-Newcastle Disease Vaccine,
VO_0004323,Murine cytomegalovirus DNA vaccine pcDNA-89 encoding pp89,
VO_0003520,Influenza B-like Virus,
VO_0003387,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML",1300364
VO_0003843,"poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML",763099
VO_0011534,C. muridarum DNA vaccine encoding TC0512,
VO_0000368,live vaccine organism,
VO_0002164,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.18)",
VO_0002850,Francisella tularensis purF mutant vaccine,
VO_0004145,Shiga Toxin 2 B Subunit Vaccine,
VO_0004429,B16 melanoma DNA vaccine pSin-hTRP-1 encoding TRP-1,
VO_0007350,CAP-3 (CEA Peptide 9-mer) Vaccine,
VO_0001703,Mycoplasma Gallisepticum Live Culture Vaccine (USDA: 1751.01),
VO_0000081,Influenza A (H1N1) 2009 Monovalent Vaccine (Novartis),
VO_0001561,Bovine Rhinotracheitis Killed Virus Vaccine (USDA: 1105.20),
VO_0007299,Autologous HNSCC DNA-transfected Semi-allogeneic Fibroblasts MRC-5 Vaccine,
VO_0003129,BCG Vaccine SSI,
VO_0003673,PedvaxHIB vaccine Injection,1657733
VO_0003708,Fluarix Quadrivalent 2018-2019,2048962
VO_0005238,VBI-2902a,
VO_0011535,Measles Virus Vaccine VVN,
VO_0005112,Inactivated whole MERS-CoV (IV) vaccine with CpG and Alum,
VO_0004168,Recombinant vesicular stomatitis virus encoding HA from Influenza A virus (A/WSN/1933(H1N1)),
VO_0011355,L. amazonensis M2 protein vaccine,
VO_0000455,prophylactic vaccine,
VO_0007467,GVAX Cancer Vaccine,
VO_0007150,PSA RNA-Pulsed Dendritic Cell Vaccine,
VO_0004839,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine,901505
VO_0001389,T. cruzi DNA vaccine encoding TSA-1,
VO_0000782,VRP expressing VP30,
VO_0000733,CVD 1204(pGA1-CS2),
VO_0001778,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.20),
VO_0002143,"Marek's Disease-Newcastle Disease Serotype 3, Live Marek's Disease Vector Vaccine (USDA: 16N1.R0)",
VO_0002339,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Haemophilus Somnus Bacterin,
VO_0004854,smallpox vaccine live vaccinia virus,833079
VO_0004526,Murine cytomegalovirus DNA vaccine pgM-pgN,
VO_0002325,avian encephalomyelitis-chicken anemia virus-fowl pox vaccine,
VO_0003910,FLUAD 2015-2016,1724002
VO_0003388,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML",1988801
VO_0003844,"poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML",763101
VO_0004555,C. pneumoniae DNA vaccine pHSP-60,
VO_0000395,inactivated vaccine organism,
VO_0002165,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.19)",
VO_0002853,Francisella tularensis sodC mutant vaccine,
VO_0004256,Recombinant Tir Protein Vaccine,
VO_0004430,B16 melanoma DNA vaccine pCMV-hTRP-1 encoding TRP-1,
VO_0007351,Carcinoembryonic Antigen Peptide 1-6D Vaccine,
VO_0001567,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.00),
VO_0003104,Rabiesvax vaccine,
VO_0000620,Pasteurella multocida vaccine,
VO_0007300,Autologous IL-2-expressing B-CLL Vaccine,
VO_0003138,ACWY Vax,
VO_0003972,Pentacel vaccine Injection,1657397
VO_0003569,Prevnar 13 Injectable Product,1177656
VO_0005251,COVID-19 VLP vaccine by the Scientific and Technological Research Council of Turkey,
VO_0011536,Measles Virus Vaccine VVP,
VO_0005116,Ad5.MERS-S1 vaccine,
VO_0004169,Recombinant baculovirus encoding HA from Influenza A virus (A/Puerto Rico/8/1934(H1N1)),
VO_0001113,CoxAbic,
VO_0000550,therapeutic vaccine,
VO_0007430,Human Papilloma Virus L1 Virus-Like Particle V504 Vaccine,
VO_0007152,PSA-PAP/KLH-pulsed Autologous Dendritic Cell Vaccine,
VO_0002858,Neisseria meningitidis metH/siaD mutant vaccine,
VO_0001390,T. cruzi DNA vaccine pGFP-TSA1,
VO_0000783,VRP expressing VP35,
VO_0000734,CVD 1204(pGA1-CS3),
VO_0001891,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 4139.20),
VO_0001779,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.21),
VO_0002144,"Marek's Disease-Newcastle Disease Serotypes 1 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 16N1.R1)",
VO_0000035,Dryvax,
VO_0002039,Avian Encephalomyelitis-Chicken Anemia Virus-Fowl Pox C155Live and Modified Live C212Virus Vaccine (USDA: 10T1.40)+C433,
VO_0003374,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML",1300183
VO_0003911,Fluad 2016-2017,1801078
VO_0003118,M-M-R I,
VO_0011424,C. pneumoniae DNA vaccine encoding PknD,
VO_0001170,vaccine strain,
VO_0002166,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.1A)",
VO_0002854,Francisella tularensis wbtA mutant vaccine,
VO_0004657,rBCG -Stx2B (Escherichia coli ),
VO_0004431,Melanoma DNA vaccine TA2M encoding tyrosinase peptides,
VO_0007352,Carcinoembryonic Antigen Peptide 1-6D Virus-Like Replicon Particles Vaccine,
VO_0001722,"Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.01)",
VO_0001568,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.20),
VO_0001224,Viral hemorrhagic septicemia virus vaccine,
VO_0003107,Rabivac,
VO_0007302,Autologous Lymphoma Cell Lysate-Pulsed Autologous Dendritic Cell Vaccine,
VO_0003144,Imuvac,
VO_0003564,Pneumovax 23 Injection,1658471
VO_0003576,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13],901642
VO_0005255,ABNCoV2,
VO_0011537,Measles Virus Vaccine VVM,
VO_0005117,Ad5.MERS-S vaccine,
VO_0004170,Recombinant vaccinia virus encoding HA from Influenza B virus (Strain B/England/222/82),
VO_0004229,E. maxima oocysts with Arlacel A vaccine,
VO_0006076,tetanus toxoid not adsorbed,
VO_0004245,Recombinant Colorectal cancer antigen GA733 Vaccine,
VO_0007160,Recombinant Fowlpox-Prostate Specific Antigen Vaccine,
VO_0002859,Neisseria meningitidis rfaF/siaD mutant vaccine,
VO_0001391,T. cruzi PAR1 protein vaccine,
VO_0000784,VRP expressing VP40,
VO_0000739,Shigella ribosome-based Vaccine (SRB),
VO_0001780,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.22),
VO_0002145,"Marek's Disease-Newcastle Disease Serotypes 1 & 2 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 16N1.R2)",
VO_0004089,ACAM1000,
VO_0004079,V-LSN,
VO_0002040,"Bursal Disease-Marek's Disease Serotypes 1 & 2 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 1281.R0)",
VO_0002340,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin,
VO_0003912,Fluad 2017-2018,1928961
VO_0003411,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection,798447
VO_0003949,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated",1300779
VO_0011425,C. pneumoniae DNA vaccine encoding Ssb,
VO_0002173,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1791.14)",
VO_0001061,Theileria parva vaccine,
VO_0002855,Francisella tularensis wbtI mutant vaccine,
VO_0004721,CVD 103-HgR- REPEC,
VO_0004432,Melanoma DNA vaccine VR-S8/VR-IL2/AD-S8 encoding survivin,
VO_0007353,Carcinoembryonic Antigen Peptide-1 Vaccine,
VO_0001723,"Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.02)",
VO_0001569,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.21),
VO_0003110,Rabie-Vax,
VO_0007303,Autologous Lymphoma Cell/Allogeneic Dendritic Cell Electrofusion Hybrid Vaccine,
VO_0003152,HEPLISAV-B,1994348
VO_0003566,PNEUMOVAX 23 vaccine Injectable Solution,854981
VO_0004844,Menveo Injectable Product,1184384
VO_0005348,LYB001,
VO_0015052,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain",804179
VO_0005118,MERS England1 S1 protein subunit Vaccine,
VO_0004173,pCAGGoptiHA,
VO_0004527,E. maxima DNA vaccine pcDNA-Gam56,
VO_0007161,Recombinant Fowlpox-PSA(L155)/TRICOM Vaccine,
VO_0002862,Pasteurella multocida aroA mutant vaccine,
VO_0001392,T. cruzi PAR2 protein vaccine,
VO_0000785,DNA vaccine expressing sGP,
VO_0002920,S. flexneri 2a strain CVD 1203,
VO_0001892,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4129.00),
VO_0001781,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.24),
VO_0002167,"Newcastle-Bronchitis Mass Type, Killed Virus Vaccine (USDA: 1775.10)",
VO_0004482,Vaccinia virus DNA vaccine A33R from strain IHD-J,
VO_0002041,"Bursal Disease-Marek's Disease Serotypes 1 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 1281.R1)",
VO_0004080,V-LSG,
VO_0003913,Fluad 2018-2019,2050759
VO_0003414,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection [PedvaxHIB],798451
VO_0003372,"Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML",1876704
VO_0011432,C. pneumoniae CopN protein vaccine,
VO_0002174,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1791.15)",
VO_0003441,meningococcal conjugate vaccine,
VO_0004034,F. tularensis FopB Protein Vaccine,
VO_0000352,Megan Egg,
VO_0004433,Melanoma DNA vaccine pCR3.1-VS-HSP65-TP-GRP6-M2 encoding 6 tandem repeats of GRP,
VO_0007357,CD133 Antigen Peptide-pulsed Autologous Dendritic Cell Vaccine,
VO_0001724,"Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.03)",
VO_0001570,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.22),
VO_0001227,Human betaherpesvirus 5 vaccine,
VO_0003172,Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine,
VO_0007304,Autologous Lymphoma Cell/Autologous Dendritic Cell Electrofusion Hybrid Vaccine,
VO_0003165,J-Vax,
VO_0003567,PNEUMOVAX 23 vaccine Prefilled Syringe,1547581
VO_0004845,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML [Menveo],901516
VO_0005187,COVI-VAC,
VO_0001097,RECOMBITEK rDistemper,
VO_0005119,MERS England1 S DNA + England1 S protein subunit vaccine,
VO_0004174,BacHA derived from Influenza A virus (A/Indonesia/CDC669/2006(H5N1)),
VO_0011467,E. maxima Gam82 protein vaccine,
VO_0007432,Monoclonal Antibody 105AD7 Anti-idiotype Vaccine,
