index,ID,Label,Vaccine Name,Definition,Editor Note,FDA Vaccine Indications,RXN,CVX_Codes
VO_0007150,VO_0007150,PSA RNA-Pulsed Dendritic Cell Vaccine,,"An autologous dendritic cell vaccine with potential immunostimulatory activity. Dendritic cells harvested from a prostate cancer patient are transfected with the mRNA encoding for prostate specific antigen (PSA), a tumor marker secreted by prostatic epithelial and ductal cells. When reintroduced back to the patient, these PSA RNA pulsed autologous dendritic cells may elicit a cytotoxic T-cell (CTL) response against PSA-positive prostate cancer cells.",,,,
VO_0004839,VO_0004839,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine,,,,,901505,
VO_0001389,VO_0001389,T. cruzi DNA vaccine encoding TSA-1,,A T. cruzi DNA vaccine that uses a DNA plasmid expressing T. cruzi TSA-1 protein.,,,,
VO_0000782,VO_0000782,VRP expressing VP30,,An Ebola virus vaccine that is composed of VEE replicon particle (VRP) encoding Ebola virus VP30 protein.,,,,
VO_0000733,VO_0000733,CVD 1204(pGA1-CS2),,,,,,
VO_0001778,VO_0001778,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.20),,,,,,
VO_0002143,VO_0002143,"Marek's Disease-Newcastle Disease Serotype 3, Live Marek's Disease Vector Vaccine (USDA: 16N1.R0)",,,,,,
VO_0002339,VO_0002339,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Haemophilus Somnus Bacterin,,,,,,
VO_0004854,VO_0004854,smallpox vaccine live vaccinia virus,,,,,833079,
VO_0004526,VO_0004526,Murine cytomegalovirus DNA vaccine pgM-pgN,,,,,,
VO_0002325,VO_0002325,avian encephalomyelitis-chicken anemia virus-fowl pox vaccine,,,,,,
VO_0003910,VO_0003910,FLUAD 2015-2016,,,,,1724002,
VO_0003388,VO_0003388,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML",,,,,1988801,
VO_0003844,VO_0003844,"poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML",,,,,763101,
VO_0004555,VO_0004555,C. pneumoniae DNA vaccine pHSP-60,,,,,,
VO_0000395,VO_0000395,inactivated vaccine organism,,,,,,
VO_0002165,VO_0002165,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.19)",,,generated using OntoRat,,,
VO_0002853,VO_0002853,Francisella tularensis sodC mutant vaccine,,,,,,
VO_0004256,VO_0004256,Recombinant Tir Protein Vaccine,,,,,,
VO_0004430,VO_0004430,B16 melanoma DNA vaccine pCMV-hTRP-1 encoding TRP-1,,,,,,
VO_0007351,VO_0007351,Carcinoembryonic Antigen Peptide 1-6D Vaccine,,"9-residue human leukocyte antigen (HLA)-restricted fragment of carcinoembryonic antigen (CEA). Vaccination with carcinoembryonic antigen peptide 1-6D, which has the amino acid sequence YLSGANLNL, may elicit a cytotoxic T lymphocyte (CTL) immune response against tumors expressing CEA.",,,,
VO_0001567,VO_0001567,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.00),,,generated using OntoRat,,,
VO_0003104,VO_0003104,Rabiesvax vaccine,,,,,,
VO_0000620,VO_0000620,Pasteurella multocida vaccine,,bacterial vaccine that is used to protect against Pasteurella multocida infection,,,,
VO_0007300,VO_0007300,Autologous IL-2-expressing B-CLL Vaccine,,"A cancer vaccine consisting of autologous, B-chronic lymphocytic leukemia (B-CLL) cells harvested from a patient and transduced ex vivo with an adenoviral vector encoding the gene for the human cytokine interleukin-2 (IL-2), with potential immunostimulating and antineoplastic activities. Upon reintroduction into the patient, the autologous IL-2-expressing B-CLL vaccine expresses IL-2, stimulates natural killer (NK) cells, and may enhance the cytotoxic T-lymphocyte (CTL) immune response against the patient's B-CLL cells.",,,,
VO_0003138,VO_0003138,ACWY Vax,,"a licensed N. meningitidis vaccine that includes meningococcal polysaccharides from Groups A, C, Y and W-135 combined, and is manufactured by GSK.",,,,
VO_0003972,VO_0003972,Pentacel vaccine Injection,,,,,1657397,
VO_0003569,VO_0003569,Prevnar 13 Injectable Product,,,,,1177656,
VO_0005251,VO_0005251,COVID-19 VLP vaccine by the Scientific and Technological Research Council of Turkey,,A COVID-19 virus-like particle vaccine developed by the Scientific and Technological Research Council of Turkey,,,,
VO_0011536,VO_0011536,Measles Virus Vaccine VVP,,,,,,
VO_0005116,VO_0005116,Ad5.MERS-S1 vaccine,,A MERS recombinant vector vaccine made of a recombinant adenoviral vector encoding the  the S1 extracellular domain of S protein,,,,
VO_0004169,VO_0004169,Recombinant baculovirus encoding HA from Influenza A virus (A/Puerto Rico/8/1934(H1N1)),,,,,,
VO_0001113,VO_0001113,CoxAbic,,,Gametocyte antigen(s); transmission blocking through maternal antibody transfer,,,
VO_0000550,VO_0000550,therapeutic vaccine,,A vaccine that is used for treatment for a disease.,,,,
VO_0007430,VO_0007430,Human Papilloma Virus L1 Virus-Like Particle V504 Vaccine,,"A vaccine formulation consisting of several types of human papillomavirus (HPV)-derived noninfectious virus-like particles (VLPs) with potential immunoprophylactic activity. Upon administration, HPV L1 VLP vaccine V504 may generate humoral immunity against various HPV L. major capsid proteins, thereby preventing cervical infection upon exposure to the associated HPV types. VLPs are composed of self-assembling L. major capsid proteins or functional L. major capsid protein derivatives.",,,,
VO_0007152,VO_0007152,PSA-PAP/KLH-pulsed Autologous Dendritic Cell Vaccine,,"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with the prostate-specific tumor associated antigens (TAAs) prostate specific antigen (PSA) and prostate acid phosphatase (PAP), and conjugated to the immunostimulant keyhole limpet hemocyanin (KLH), with potential immunostimulatory and antineoplastic activities. Upon administration, prostate cancer antigen/KLH-pulsed autologous dendritic cell vaccine may stimulate the immune system to mount anti-tumoral cytotoxic T lymphocyte (CTL) and antibody responses against prostate cancer cells expressing PSA and PAP, which may result in prostate cancer cell lysis. KLH is an immunogenic carrier and serves as an immunostimulant to improve antigenic immune recognition and T-cell responses and can be used to evaluate vaccine efficacy.",,,,
VO_0002858,VO_0002858,Neisseria meningitidis metH/siaD mutant vaccine,,,,,,
VO_0001390,VO_0001390,T. cruzi DNA vaccine pGFP-TSA1,,A T. cruzi DNA vaccine that uses a DNA plasmid pGFP expressing T. cruzi TSA-1 protein.,,,,
VO_0000783,VO_0000783,VRP expressing VP35,,An Ebola virus vaccine that is composed of VEE replicon particle (VRP) encoding Ebola virus VP35 protein.,,,,
VO_0000734,VO_0000734,CVD 1204(pGA1-CS3),,,,,,
VO_0001891,VO_0001891,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 4139.20),,,,,,
VO_0001779,VO_0001779,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.21),,,,,,
VO_0002144,VO_0002144,"Marek's Disease-Newcastle Disease Serotypes 1 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 16N1.R1)",,,,,,
VO_0000035,VO_0000035,Dryvax,,"a vaccinia virus vaccine that is a freeze-dried calf lymph smallpox vaccine, specifically, Dryvax is a live-virus preparation of vaccinia prepared from calf lymph. ","Dryvax is a freeze-dried calf lymph smallpox vaccine. It is the world's oldest smallpox vaccine, created in the late 19th century by American Home Products, a predecessor of Wyeth. By the 1940s, Wyeth was the leading US manufacturer of the vaccine and the only manufacturer by the 1960s. After world health authorities declared smallpox had been eradicated from nature in 1980, Wyeth stopped making the vaccine.",,,['75']
VO_0002039,VO_0002039,Avian Encephalomyelitis-Chicken Anemia Virus-Fowl Pox C155Live and Modified Live C212Virus Vaccine (USDA: 10T1.40)+C433,,,generated using OntoRat,,,
VO_0003374,VO_0003374,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML",,,,,1300183,
VO_0003911,VO_0003911,Fluad 2016-2017,,,,,1801078,
VO_0003118,VO_0003118,M-M-R I,,"A vaccine used to protect against measles, mumps, and rubella for 12-15 month-old individuals.",,,,
VO_0011424,VO_0011424,C. pneumoniae DNA vaccine encoding PknD,,,,,,
VO_0001170,VO_0001170,vaccine strain,,a vaccine organism that is a specific strain,,,,
VO_0002166,VO_0002166,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.1A)",,,generated using OntoRat,,,
VO_0002854,VO_0002854,Francisella tularensis wbtA mutant vaccine,,,,,,
VO_0004657,VO_0004657,rBCG -Stx2B (Escherichia coli ),,,,,,
VO_0004431,VO_0004431,Melanoma DNA vaccine TA2M encoding tyrosinase peptides,,,,,,
VO_0007352,VO_0007352,Carcinoembryonic Antigen Peptide 1-6D Virus-Like Replicon Particles Vaccine,,"A cancer vaccine, consisting of alphavirus vector-derived virus-like replicon particles expressing the 9-amino-acid carcinoembryonic antigen peptide (CAP) 1-6D, with potential antineoplastic activity. Vaccination with this agent may elicit a cytotoxic T lymphocyte (CTL) immune response against CEA-expressing tumor cells.",,,,
VO_0001722,VO_0001722,"Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.01)",,,,,,
VO_0001568,VO_0001568,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.20),,,,,,
VO_0001224,VO_0001224,Viral hemorrhagic septicemia virus vaccine,,A viral vaccine that protects against infection with Viral hemorrhagic septicemia virus,,,,
VO_0003107,VO_0003107,Rabivac,,"A human diploid cell vaccine against rabies, a viral infectious disease.",,,,
VO_0007302,VO_0007302,Autologous Lymphoma Cell Lysate-Pulsed Autologous Dendritic Cell Vaccine,,"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with lysate from autologous lymphoma cells with potential immunostimulatory and antineoplastic activities. Upon intranodal administration, autologous lymphoma cell lysate-pulsed autologous DC vaccine may stimulate the immune system to mount anti-tumoral cytotoxic T lymphocyte (CTL) and antibody responses against lymphoma cells, which may result in lymphoma cell lysis.",,,,
VO_0003144,VO_0003144,Imuvac,,,,,,
VO_0003564,VO_0003564,Pneumovax 23 Injection,,,,,1658471,
VO_0003576,VO_0003576,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13],,,,,901642,
VO_0005255,VO_0005255,ABNCoV2,,A COVID-19 virus-like particle vaccine developed by Radboud University,,,,
VO_0011537,VO_0011537,Measles Virus Vaccine VVM,,,,,,
VO_0005117,VO_0005117,Ad5.MERS-S vaccine,,A MERS recombinant vector vaccine made of a recombinant adenoviral vector encoding the full-length MERS-CoV S protein (Ad5.MERS-S),,,,
VO_0004170,VO_0004170,Recombinant vaccinia virus encoding HA from Influenza B virus (Strain B/England/222/82),,,,,,
VO_0004229,VO_0004229,E. maxima oocysts with Arlacel A vaccine,,,,,,
VO_0006076,VO_0006076,tetanus toxoid not adsorbed,,,,,,['142']
VO_0004245,VO_0004245,Recombinant Colorectal cancer antigen GA733 Vaccine,,,,,,
VO_0007160,VO_0007160,Recombinant Fowlpox-Prostate Specific Antigen Vaccine,,A cancer vaccine consisting of a recombinant fowlpox virus encoding human prostate-specific antigen (PSA). Administration of this agent may stimulate a cytotoxic T cell response against PSA-expressing tumor cells. Fowlpox virus is an attractive vector because its genome is easy to manipulate and it is replication incompetent in mammalian cells.,,,,
VO_0002859,VO_0002859,Neisseria meningitidis rfaF/siaD mutant vaccine,,,,,,
VO_0001391,VO_0001391,T. cruzi PAR1 protein vaccine,,A T. cruzi subunit vaccine that uses T. cruzi PAR1 protein as protective antigen.,,,,
VO_0000784,VO_0000784,VRP expressing VP40,,An Ebola virus vaccine that is composed of VEE replicon particle (VRP) encoding Ebola virus VP40 protein.,,,,
VO_0000739,VO_0000739,Shigella ribosome-based Vaccine (SRB),,,,,,
VO_0001780,VO_0001780,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.22),,,generated using OntoRat,,,
VO_0002145,VO_0002145,"Marek's Disease-Newcastle Disease Serotypes 1 & 2 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 16N1.R2)",,,,,,
VO_0004089,VO_0004089,ACAM1000,,,,,,
VO_0004079,VO_0004079,V-LSN,,,,,,
VO_0002040,VO_0002040,"Bursal Disease-Marek's Disease Serotypes 1 & 2 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 1281.R0)",,,,,,
VO_0002340,VO_0002340,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin,,,,,,
VO_0003912,VO_0003912,Fluad 2017-2018,,,,,1928961,
VO_0003411,VO_0003411,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection,,,,,798447,
VO_0003949,VO_0003949,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated",,,,,1300779,
VO_0011425,VO_0011425,C. pneumoniae DNA vaccine encoding Ssb,,,,,,
VO_0002173,VO_0002173,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1791.14)",,,generated using OntoRat,,,
VO_0001061,VO_0001061,Theileria parva vaccine,,,,,,
VO_0002855,VO_0002855,Francisella tularensis wbtI mutant vaccine,,,,,,
VO_0004721,VO_0004721,CVD 103-HgR- REPEC,,,,,,
VO_0004432,VO_0004432,Melanoma DNA vaccine VR-S8/VR-IL2/AD-S8 encoding survivin,,,,,,
VO_0007353,VO_0007353,Carcinoembryonic Antigen Peptide-1 Vaccine,,A cancer vaccine comprised of an epitope from the Carcinoembryonic Antigen obtained from cancer cells that can stimulate an immune response against tumor cells.,,,,
VO_0001723,VO_0001723,"Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.02)",,,,,,
VO_0001569,VO_0001569,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.21),,,,,,
VO_0003110,VO_0003110,Rabie-Vax,,A vaccine for indivuduals who at risk or recently exposed to rabies.,,,,
VO_0007303,VO_0007303,Autologous Lymphoma Cell/Allogeneic Dendritic Cell Electrofusion Hybrid Vaccine,,"A cell-based cancer vaccine consisting of hybrid cells created by electrofusing allogeneic dendritic cells (DCs) and autologous lymphoma cells with potential immunostimulating and antitumor activities. Upon administration, autologous lymphoma cell/allogeneic dendritic cell electrofusion hybrid vaccine may stimulate the immune system to mount a specific cytotoxic T-lymphocyte (CTL) response against specific autologous lymphoma-associated antigens, resulting in lymphoma cell apoptosis.",,,,
VO_0003152,VO_0003152,HEPLISAV-B,,"A Hepatitis B surface antigen viral vaccine that utilizes a cytidine-phosphate-guanosine oligodeoxynucleotide (CpGODN) 1018, as an adjuvant.",,,1994348,
VO_0003566,VO_0003566,PNEUMOVAX 23 vaccine Injectable Solution,,,,,854981,
VO_0004844,VO_0004844,Menveo Injectable Product,,,,,1184384,
VO_0005348,VO_0005348,LYB001,,"A COVID-19 virus-like particle vaccine developed by Yantai Patronus Biotech Co., Ltd.",,,,
VO_0015052,VO_0015052,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain",,,,,804179,
VO_0005118,VO_0005118,MERS England1 S1 protein subunit Vaccine,,A MERS DNA vaccine made of plasmid  that encoded S1 subunit only,,,,
VO_0004173,VO_0004173,pCAGGoptiHA,,,,,,
VO_0004527,VO_0004527,E. maxima DNA vaccine pcDNA-Gam56,,,,,,
VO_0007161,VO_0007161,Recombinant Fowlpox-PSA(L155)/TRICOM Vaccine,,"A cancer vaccine consisting of a recombinant fowlpox virus encoding fragment of human prostate-specific antigen (PSA), PSA:154-163 (155L), and a TRIad of COstimulatory Molecules (B7-1, ICAM-1 and LFA-3) (TRICOM). Administration of this agent may induce a cytotoxic T cell response against PSA-expressing tumor cells. Dendritic cells infected with TRICOM vectors greatly enhance naive T-cell activation and peptide-specific T-cell stimulation. Fowlpox virus is an attractive vector because its genome is easy to manipulate and it is replication incompetent in mammalian cells.",,,,
VO_0002862,VO_0002862,Pasteurella multocida aroA mutant vaccine,,,,,,
VO_0001392,VO_0001392,T. cruzi PAR2 protein vaccine,,A T. cruzi subunit vaccine that uses T. cruzi PAR2 protein as protective antigen.,,,,
VO_0000785,VO_0000785,DNA vaccine expressing sGP,,A DNA vaccine that encodes for a secreted form of Ebola virus GP protein.,,,,
VO_0002920,VO_0002920,S. flexneri 2a strain CVD 1203,,,,,,
VO_0001892,VO_0001892,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4129.00),,,,,,
VO_0001781,VO_0001781,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.24),,,generated using OntoRat,,,
