,ID,VO_STR,RXN
3244,VO_0004425,Cancer DNA vaccine p.DOM-AH1 encoding fragment C,
3245,VO_0007263,Anti-Idiotype Specified Monoclonal Antibody Vaccine,
3246,VO_0001680,Fowl Pox Live Virus Vaccine (USDA: 1621.13),
3247,VO_0000067,Kinrix,801721
3248,VO_0001551,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.00),
3249,VO_0007198,Adenovector-transduced AP1903-inducible MyD88/CD40-expressing Autologous PSMA-specific Prostate Cancer Vaccine BPX-201,
3250,VO_0003072,FluLaval Tetra,
3251,VO_0015049,"0.5 ML Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injection [M-M-R II]",804186
3252,VO_0003878,Flublok 2013-2014 Formula,1442206
3253,VO_0005341,VB10.2210,
3254,VO_0005504,vaccine for pathogen,
3255,VO_0006046,rabies vaccine unspecified formulation,
3256,VO_0005150,rMV-S + rMV-N vaccine,
3257,VO_0004017,Influenza virus HA protein vaccine (Influenza A virus (A/Yamagata/120/1986(H1N1))),
3258,VO_0003583,Fluzone 2015-2016 vaccine Injectable Suspension,1658706
3259,VO_0004628,A2-CPA-CPB(-CTE)-recombinant L. tarentolae,
3260,VO_0007136,Pexastimogene-devacirepvec Vaccine,
3261,VO_0015069,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,797633
3262,VO_0006085,typhoid vaccine unspecified formulation,
3263,VO_0011564,N. caninum NcMAG1 Protein Subunit Vaccine,
3264,VO_0001769,Equine Influenza Killed Virus Vaccine (USDA: 1505.10),
3265,VO_0002128,"Encephalomyelitis-West Nile Virus Eastern & Western & Venezuelan, Killed Virus Vaccine (USDA: 14W5.23)",
3266,VO_0006071,SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Jiangsu Province Centers for Disease Control and Prevention),
3267,VO_0002338,bovine rhinotracheitis-parainfluenza 3 vaccine,
3268,VO_0002035,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.13),
3269,VO_0004588,REV DNA vaccine VP22/gag and VP22/env,
3270,VO_0003498,Influenza A (H1N1) Virus Vaccine,NOT IN RxNorm\nEmpty Parent Term
3271,VO_0003208,"Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML",1300187
3272,VO_0003458,"1 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Injection [Vaqta]",1658102
3273,VO_0011456,C. muridarum PmpE/F-2 protein vaccine,
3274,VO_0010746,Varilrix,
3275,VO_0002159,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1762.1H)",
3276,VO_0002844,Francisella tularensis galU mutant vaccine,
3277,VO_0000977,enterohemorrhagic E. coli vaccine,
3278,VO_0007265,Anti-idiotypic Monoclonal Antibody BEC2 Vaccine,
3279,VO_0005484,breast cancer vaccine,
3280,VO_0001681,Fowl Pox Live Virus Vaccine (USDA: 1621.14),
3281,VO_0000069,M-M-R II,
3282,VO_0001552,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.20),
3283,VO_0007210,Adenovirus-PSA Prostate Cancer Vaccine,
3284,VO_0003073,Fluzone Quadrivalent,
3285,VO_0015050,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injection [M-M-R II]",1658025
3286,VO_0003882,Flublok 2014-2015 Formula,1537517
3287,VO_0005344,COVIDITY,
3288,VO_0011553,Rabies DNA Vaccine encoding Rabies virus Glycoprotein,
3289,VO_0005151,SARS-CoV Baculovirus S protein Vaccine,
3290,VO_0004018,Influenza virus HA protein vaccine (Influenza A virus (A/Fukuoka/C29/85(H3N2))),
3291,VO_0003674,PedvaxHIB vaccine 0.5 ML Injection,798451
3292,VO_0007087,Tergenpumatucel-L Vaccine,
3293,VO_0011350,L. infantum H1 protein vaccine,
3294,VO_0007138,Retroviral Vector MFGS-MOv18-gamma Vaccine,
3295,VO_0015070,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,797635
3296,VO_0001484,Caprine herpesvirus 1 vaccine,
3297,VO_0002867,Salmonella Typhimurium asd mutant vaccine,
3298,VO_0011565,N. caninum NcDG2 Protein Subunit Vaccine,
3299,VO_0001886,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.00),
3300,VO_0001770,Equine Influenza Killed Virus Vaccine (USDA: 1505.20),
3301,VO_0002130,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.24),
3302,VO_0006072,SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Biopharmaceutical + Institute of Microbiology Chinese Academy of Sciences),
3303,VO_0002036,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.14),
3304,VO_0004666,MVA-CHIKV,
3305,VO_0003499,Influenza A (H1N1)-like Virus,NOT IN RxNorm\nEmpty Parent Term
3306,VO_0003209,"Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML",1300307
3307,VO_0003461,"0.5 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Injection [Vaqta]",1658106
3308,VO_0011458,C. muridarum PmpG-1 protein vaccine,
3309,VO_0010747,Varivax III,
3310,VO_0002160,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.11)",
3311,VO_0002792,Trichinella spiralis vaccine,
3312,VO_0002845,Francisella tularensis guaA mutant vaccine,
3313,VO_0001152,enterotoxigenic E. coli vaccine,
3314,VO_0004426,Carcinoma DNA vaccine pVAX/E2A,
3315,VO_0007270,Antigen-targeted Personalized Breast Cancer Vaccine,
3316,VO_0001682,Fowl Pox Live Virus Vaccine (USDA: 1622.00),
3317,VO_0000074,Mumpsvax,
3318,VO_0001553,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.21),
3319,VO_0001211,African swine fever virus vaccine,
3320,VO_0007295,Autologous GM-CSF-Secreting Breast Cancer Vaccine,
3321,VO_0003074,Fluzone Quadrivalent - Southern Hemisphere Formulation,
3322,VO_0004883,Menomune A/C/Y/W-135 Vaccine Injection,1658227
3323,VO_0003779,Flucelvax 2015-2016,1657140
3324,VO_0005346,COVID-19 DNA vaccine by the University of Hong Kong and Immuno Cure 3 Limited,
3325,VO_0011555,Rabies vaccine rVac-N,
3326,VO_0005154,SARS-CoV pCI-N DNA vaccine,
3327,VO_0004019,Influenza virus DNA vaccine encoding HA from Influenza B virus (B/Ibaraki/2/85),
3328,VO_0011351,L. infantum HASPB1 protein vaccine,
3329,VO_0007219,Allogeneic Cellular Vaccine 1650-G,
3330,VO_0007139,rF-MUC1(DF3)/TRICOM Vaccine,
3331,VO_0004886,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,314724
3332,VO_0000670,EcSf2a-2,
3333,VO_0001386,T. cruzi DNA vaccine encoding CRP-10,
3334,VO_0001887,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.20),
3335,VO_0001771,Equine Influenza Killed Virus Vaccine (USDA: 1505.21),
3336,VO_0002131,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.26),
3337,VO_0006073,SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Zifivax),
3338,VO_0002037,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.40),
3339,VO_0004491,Sindbis virus DNA vaccine encoding E2,
3340,VO_0003500,Influenza A (H3N2)-like Virus,NOT IN RxNorm\nEmpty Parent Term
3341,VO_0003210,"Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML",1988802
3342,VO_0003947,CERVARIX 0.5 ML Prefilled Syringe,1301891
3343,VO_0005503,vaccine for disease,
3344,VO_0011522,C. muridarum DNA vaccine encoding TC0757,
3345,VO_0002161,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.12)",
3346,VO_0000950,Salmonella typhi-Hepatitis A vaccine,
3347,VO_0000925,Babesia bovis vaccine,
3348,VO_0002846,Francisella tularensis guaB mutant vaccine,
3349,VO_0001155,Shiga toxin-producing E. coli vaccine,
3350,VO_0007291,Autologous Dinitrophenyl-Modified Ovarian Cancer Vaccine,
3351,VO_0001216,Lymphocytic choriomeningitis mammarenavirus vaccine,
3352,VO_0000071,Menactra,
3353,VO_0001554,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.23),
3354,VO_0000604,Mycoplasma vaccine,
3355,VO_0005427,lymphoma vaccine,
3356,VO_0007296,Autologous GM-CSF-secreting Lethally Irradiated Colorectal Cancer Cell Vaccine,
3357,VO_0003083,"Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted by GSK",
3358,VO_0004885,Menomune A/C/Y/W-135 Vaccine Injectable Solution,207269
3359,VO_0003693,Fluarix Quadrivalent 2015-2016,1657232
3360,VO_0005393,Almansour-001,
3361,VO_0004187,Measles Virus vaccine VEE/SIN-H,
3362,VO_0011486,SARS Subunit Spike Protein Vaccine,
3363,VO_0004020,Influenza virus DNA vaccine encoding HA from Influenza A virus (A/Thailand/1(KAN-1)/2004(H5N1)),
3364,VO_0004199,L. amazonensis CP Protein Vaccine,
3365,VO_0007269,Anti-PRAME Immunotherapeutic GSK2302032A Vaccine,
3366,VO_0007144,Primary Prostate Cancer Tissue/hTERT/Survivin mRNA-loaded Autologous Dendritic Cell Vaccine,
3367,VO_0004836,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine,901509
3368,VO_0011387,NP-VRP,
3369,VO_0000672,heat-killed virulent Shigella flexneri 2a,
3370,VO_0001888,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.21),
3371,VO_0001772,Equine Influenza Killed Virus Vaccine (USDA: 1505.24),
3372,VO_0002132,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.27),
3373,VO_0015019,Engerix-B Injectable Product,1166419
3374,VO_0002443,Fowl Pox-Laryngotracheitis Vaccine,
3375,VO_0004493,IPNV DNA vaccine pEGFP-N1-SegA and pEGFP-N1-VP2,
3376,VO_0003501,Influenza A (H3N2) Virus Vaccine,NOT IN RxNorm\nEmpty Parent Term
3377,VO_0003352,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML",1300181
3378,VO_0003954,0.5 ML Ixiaro 0.012 MG/ML Prefilled Syringe,1300783
3379,VO_0011524,C. muridarum DNA vaccine encoding TC0767/768,
3380,VO_0010748,ViVaxim,
3381,VO_0002162,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1771.14)",
3382,VO_0002847,Francisella tularensis IglB mutant vaccine,
3383,VO_0001157,E. coli O157 vaccine,
3384,VO_0004427,B-cell lymphoma DNA vaccine VCL-1642.XXX encoding a chimeric immunoglobulin molecule onsisting of tumor-specific variable (Id) regions,
3385,VO_0007330,Berzofsky Ras/P53 Peptide Vaccine,
3386,VO_0000072,Menomune A C Y W135,
3387,VO_0001558,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.20),
3388,VO_0000949,Mycoplasma gallisepticum vaccine,
3389,VO_0007297,Autologous GM-CSF-Secreting Lethally Irradiated Leukemia Cell Vaccine,
3390,VO_0003084,Influenza A (H1N1) 2009 Monovalent Vaccine (GlaxoSmithKline),
3391,VO_0003839,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]",829972
3392,VO_0003698,Fluarix Quadrivalent 2016-2017,1799119
3393,VO_0005418,authorized COVID-19 virus-like particle vaccine,
3394,VO_0004741,ALVAC-MV-HA/F,
3395,VO_0004905,MERS-CoV S protein with alum and CpG adjuvant,
3396,VO_0004021,Influenza virus DNA vaccine encoding HA from Influenza A virus (A/equine/Kentucky/1/1981(H3N8)),
3397,VO_0011349,L. amazonensis DNA vaccine encoding WD protein,
3398,VO_0000372,profertility vaccine,
3399,VO_0007434,Globo H-DT Vaccine OBI-833,
3400,VO_0007146,Prostate Cancer Vaccine ONY-P1,
3401,VO_0004837,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,901507
3402,VO_0001387,T. cruzi DNA vaccine encoding G2,
3403,VO_0000780,GP-VRP,
3404,VO_0000673,Shigella Sfl 124 vaccine,
3405,VO_0001889,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.24),
3406,VO_0001773,Equine Influenza Killed Virus Vaccine (USDA: 1505.25),
3407,VO_0002133,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.2A),
3408,VO_0003263,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Engerix-B],798422
3409,VO_0004529,Hepatitis D DNA vaccine pcDNA3p27/Ad5F35p27,
3410,VO_0002327,avian encephalomyelitis-fowl pox-laryngotracheitis vaccine,
3411,VO_0003519,Influenza B Virus Vaccine,NOT IN RxNorm\nEmpty Parent Term
3412,VO_0003386,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML",1300379
3413,VO_0003842,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML",763097
3414,VO_0011533,C. muridarum DNA vaccine encoding TC0439,
3415,VO_0000126,live attenuated vaccine organism,
3416,VO_0002163,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1771.17)",
3417,VO_0000909,Theileria annulata vaccine,
3418,VO_0001151,Piscirickettsia salmonis vaccine,
3419,VO_0002849,Francisella tularensis purMCD mutant vaccine,
3420,VO_0004144,E. coli heat-labile enterotoxin B-subunit (LB-T) Vaccine,
3421,VO_0004428,Colorectal cancer DNA vaccine pCEA/HBsAg encoding carcinoembryonic antigen and hepatitis B surface antigen,
3422,VO_0007349,CAP-2 (CEA Peptide 9-mer) Vaccine,
3423,VO_0001702,Mycoplasma Gallisepticum Live Culture Vaccine (USDA: 1751.00),
3424,VO_0000078,Mycobax,
3425,VO_0001559,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.21),
3426,VO_0007298,Autologous Heat-Shock Protein 70 Peptide Vaccine AG-858,
3427,VO_0003122,Certiva,
3428,VO_0003840,PEDIARIX vaccine Prefilled Syringe,829988
3429,VO_0003703,Fluarix Quadrivalent 2017-2018,1928303
3430,VO_0005094,RBD-HBsAg VLP,
3431,VO_0011422,Measles Virus vaccine VEE/SIN-H+F,
3432,VO_0005111,MERS-CoV S vaccine adjuvanted with CpG and Alum,
3433,VO_0004167,Influenza virus DNA vaccine encoding HA of Equine influenza virus H3N8,
3434,VO_0011354,L. amazonensis DNA vaccine encoding GP46,
3435,VO_0000400,prime-boost vaccine,
3436,VO_0007461,GVAX Lung Cancer Vaccine,
3437,VO_0007147,Prostate Tumor Antigen-activated Autologous Dendritic Cell Vaccine,
3438,VO_0004838,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine,901511
3439,VO_0001388,T. cruzi DNA vaccine encoding G4,
3440,VO_0000781,VRP expressing VP24,
3441,VO_0000682,S. flexneri 2a LPS vaccine complexed with N. meningitidis proteosomes,
3442,VO_0003444,vaccine foreign to USA,
3443,VO_0001890,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.31),
3444,VO_0001774,Equine Influenza Killed Virus Vaccine (USDA: 1505.28),
3445,VO_0000003,ACAM2000,833083
3446,VO_0002038,"Avian Encephalomyelitis-Fowl Pox-Laryngotracheitis Live Virus, Live Fowl Pox Vector Vaccine (USDA: 10S1.R0)",
3447,VO_0002447,Mareks Disease-Newcastle Disease Vaccine,
3448,VO_0004323,Murine cytomegalovirus DNA vaccine pcDNA-89 encoding pp89,
3449,VO_0003520,Influenza B-like Virus,NOT IN RxNorm\nEmpty Parent Term
3450,VO_0003387,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML",1300364
3451,VO_0003843,"poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML",763099
3452,VO_0011534,C. muridarum DNA vaccine encoding TC0512,
3453,VO_0000368,live vaccine organism,
3454,VO_0002164,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.18)",
3455,VO_0002850,Francisella tularensis purF mutant vaccine,
3456,VO_0004145,Shiga Toxin 2 B Subunit Vaccine,
3457,VO_0004429,B16 melanoma DNA vaccine pSin-hTRP-1 encoding TRP-1,
3458,VO_0007350,CAP-3 (CEA Peptide 9-mer) Vaccine,
3459,VO_0001703,Mycoplasma Gallisepticum Live Culture Vaccine (USDA: 1751.01),
3460,VO_0000081,Influenza A (H1N1) 2009 Monovalent Vaccine (Novartis),
3461,VO_0001561,Bovine Rhinotracheitis Killed Virus Vaccine (USDA: 1105.20),
3462,VO_0007299,Autologous HNSCC DNA-transfected Semi-allogeneic Fibroblasts MRC-5 Vaccine,
3463,VO_0003129,BCG Vaccine SSI,
3464,VO_0003673,PedvaxHIB vaccine Injection,1657733
3465,VO_0003708,Fluarix Quadrivalent 2018-2019,2048962
3466,VO_0005238,VBI-2902a,
3467,VO_0011535,Measles Virus Vaccine VVN,
3468,VO_0005112,Inactivated whole MERS-CoV (IV) vaccine with CpG and Alum,
3469,VO_0004168,Recombinant vesicular stomatitis virus encoding HA from Influenza A virus (A/WSN/1933(H1N1)),
3470,VO_0011355,L. amazonensis M2 protein vaccine,
3471,VO_0000455,prophylactic vaccine,
3472,VO_0007467,GVAX Cancer Vaccine,
3473,VO_0007150,PSA RNA-Pulsed Dendritic Cell Vaccine,
3474,VO_0004839,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine,901505
3475,VO_0001389,T. cruzi DNA vaccine encoding TSA-1,
3476,VO_0000782,VRP expressing VP30,
3477,VO_0000733,CVD 1204(pGA1-CS2),
3478,VO_0001778,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.20),
3479,VO_0002143,"Marek's Disease-Newcastle Disease Serotype 3, Live Marek's Disease Vector Vaccine (USDA: 16N1.R0)",
3480,VO_0002339,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Haemophilus Somnus Bacterin,
3481,VO_0004854,smallpox vaccine live vaccinia virus,833079
3482,VO_0004526,Murine cytomegalovirus DNA vaccine pgM-pgN,
3483,VO_0002325,avian encephalomyelitis-chicken anemia virus-fowl pox vaccine,
3484,VO_0003910,FLUAD 2015-2016,1724002
3485,VO_0003388,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML",1988801
3486,VO_0003844,"poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML",763101
3487,VO_0004555,C. pneumoniae DNA vaccine pHSP-60,
3488,VO_0000395,inactivated vaccine organism,
3489,VO_0002165,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.19)",
3490,VO_0002853,Francisella tularensis sodC mutant vaccine,
3491,VO_0004256,Recombinant Tir Protein Vaccine,
3492,VO_0004430,B16 melanoma DNA vaccine pCMV-hTRP-1 encoding TRP-1,
3493,VO_0007351,Carcinoembryonic Antigen Peptide 1-6D Vaccine,
3494,VO_0001567,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.00),
3495,VO_0003104,Rabiesvax vaccine,
3496,VO_0000620,Pasteurella multocida vaccine,
3497,VO_0007300,Autologous IL-2-expressing B-CLL Vaccine,
3498,VO_0003138,ACWY Vax,
3499,VO_0003972,Pentacel vaccine Injection,1657397
3500,VO_0003569,Prevnar 13 Injectable Product,1177656
3501,VO_0005251,COVID-19 VLP vaccine by the Scientific and Technological Research Council of Turkey,
3502,VO_0011536,Measles Virus Vaccine VVP,
3503,VO_0005116,Ad5.MERS-S1 vaccine,
3504,VO_0004169,Recombinant baculovirus encoding HA from Influenza A virus (A/Puerto Rico/8/1934(H1N1)),
3505,VO_0001113,CoxAbic,
3506,VO_0000550,therapeutic vaccine,
3507,VO_0007430,Human Papilloma Virus L1 Virus-Like Particle V504 Vaccine,
3508,VO_0007152,PSA-PAP/KLH-pulsed Autologous Dendritic Cell Vaccine,
3509,VO_0002858,Neisseria meningitidis metH/siaD mutant vaccine,
3510,VO_0001390,T. cruzi DNA vaccine pGFP-TSA1,
3511,VO_0000783,VRP expressing VP35,
3512,VO_0000734,CVD 1204(pGA1-CS3),
3513,VO_0001891,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 4139.20),
3514,VO_0001779,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.21),
3515,VO_0002144,"Marek's Disease-Newcastle Disease Serotypes 1 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 16N1.R1)",
3516,VO_0000035,Dryvax,
3517,VO_0002039,Avian Encephalomyelitis-Chicken Anemia Virus-Fowl Pox C155Live and Modified Live C212Virus Vaccine (USDA: 10T1.40)+C433,
3518,VO_0003374,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML",1300183
3519,VO_0003911,Fluad 2016-2017,1801078
3520,VO_0003118,M-M-R I,
3521,VO_0011424,C. pneumoniae DNA vaccine encoding PknD,
3522,VO_0001170,vaccine strain,
3523,VO_0002166,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.1A)",
3524,VO_0002854,Francisella tularensis wbtA mutant vaccine,
3525,VO_0004657,rBCG -Stx2B (Escherichia coli ),
3526,VO_0004431,Melanoma DNA vaccine TA2M encoding tyrosinase peptides,
3527,VO_0007352,Carcinoembryonic Antigen Peptide 1-6D Virus-Like Replicon Particles Vaccine,
3528,VO_0001722,"Pasteurella Multocida Avirulent Live Culture, Avian Isolate Vaccine (USDA: 1871.01)",
3529,VO_0001568,Bovine Virus Diarrhea Killed Virus Vaccine (USDA: 1205.20),
3530,VO_0001224,Viral hemorrhagic septicemia virus vaccine,
3531,VO_0003107,Rabivac,
3532,VO_0007302,Autologous Lymphoma Cell Lysate-Pulsed Autologous Dendritic Cell Vaccine,
3533,VO_0003144,Imuvac,
3534,VO_0003564,Pneumovax 23 Injection,1658471
3535,VO_0003576,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13],901642
